#File display: /Volumes/My Book Thunderbolt Duo/IPTS/IPTS-16259/Day_4_CO-4_Uptake/20160922_CO-4_Uptake_0000_0061.tiff
#ROI selected (y0,x0,height,width):(0,1234,2159,34)
#Rebin in y direction: 3
#Time stamp: 2016-09-22 18:18:26
#Delta time (s): 0.3303558826446533
#
#pixel_index, counts
276, 100.48741285594497
277, 101.78817517261555
278, 102.62877159323659
279, 107.16634774176796
280, 109.7717647408586
281, 109.56108060184228
282, 108.26638381665015
283, 106.55442407312691
284, 105.78822916965072
285, 104.99435191682659
286, 105.5985020476518
287, 105.172954196933
288, 101.76088581335208
289, 101.24932709499586
290, 101.54621099377508
291, 103.75468508433266
292, 101.97687932825328
293, 105.60453274542027
294, 105.15949258630724
295, 105.88422334228122
296, 104.79176756850279
297, 102.39618937665574
298, 102.57543582871267
299, 99.06746514230778
300, 97.38503713020506
301, 96.05677831092115
302, 98.27119716899088
303, 100.35133657305747
304, 102.79968711334485
305, 102.4398872198837
306, 103.81537687375864
307, 101.4642832526969
308, 104.67291340063959
309, 104.878289142147
310, 106.40462761804764
311, 105.77235233774093
312, 104.69658125465645
313, 101.8887351303521
314, 100.43768393442518
315, 99.02174105112431
316, 99.39327320083294
317, 100.69304112954705
318, 100.72089629483756
319, 103.02819300566873
320, 104.41393575786131
321, 101.59354901815968
322, 101.72990351506348
323, 101.70120872953733
324, 102.46845026703146
325, 103.05212756543173
326, 101.1055260239051
327, 98.69480100924066
328, 100.9532806057444
329, 100.2742672330471
330, 100.23507949787485
331, 99.19686432939282
332, 97.92048498007523
333, 99.42222676758782
334, 101.35735791099466
335, 100.89238211314492
336, 98.48914325286441
337, 94.76363717407081
338, 92.56763152323788
339, 94.71878890354438
340, 95.06810682015995
341, 96.49262999594077
342, 97.46428972194624
343, 98.64633539898554
344, 98.61572905275203
345, 98.43442149914954
346, 98.20675753828542
347, 97.33769347952645
348, 98.11888316495074
349, 97.66055168191363
350, 95.29331238491599
351, 96.90046970783212
352, 97.03519626145821
353, 99.4795284809098
354, 97.99664450848697
355, 94.64148247229718
356, 91.56953630097996
357, 92.17628160725711
358, 93.21045999207003
359, 95.49050664672262
360, 95.93955852722851
361, 98.11301890498481
362, 98.73211483651247
363, 99.17964466443424
364, 96.41833098901776
365, 93.97801695180377
366, 92.96742047373311
367, 92.74016670210315
368, 96.54935601497009
369, 94.62907537939444
370, 95.09038278122385
371, 93.79912627181706
372, 92.58684950286379
373, 93.3243187621535
374, 92.88451139787512
375, 92.64081850624075
376, 93.38777566383476
377, 93.36354022901429
378, 92.55222877468512
379, 92.10096640926791
380, 89.7429802704544
381, 89.9559972803737
382, 91.38300442976015
383, 92.09613245215607
384, 93.1420615359226
385, 93.64317005559504
386, 94.70018235704005
387, 95.19246243717878
388, 93.6585751979566
389, 92.43698838869491
390, 93.49745499366664
391, 91.70273816317726
392, 90.12554360335494
393, 89.4101462167294
394, 89.38729099778276
395, 91.11434076893076
396, 92.60738439306047
397, 92.58049507436714
398, 93.2289428127682
399, 95.25098236265094
400, 94.68097996041715
401, 95.78680055099242
402, 95.65937056322471
403, 94.86500849640356
404, 95.0934905949147
405, 96.22033216874303
406, 95.57869450450869
407, 93.70765312679777
408, 92.38321543211771
409, 90.53160167054199
410, 91.40836248858072
411, 91.22600654748085
412, 89.83981222016818
413, 92.0444839213793
414, 92.91949027873305
415, 92.8895318950678
416, 91.43158900464195
417, 92.17649590930473
418, 92.56424886144848
419, 95.8772731119366
420, 96.74929056184337
421, 97.2670431957232
422, 94.51294674752063
423, 91.98041200448785
424, 90.06276562837434
425, 93.20875218325871
426, 93.84860960500772
427, 94.40828306100886
428, 92.4467646782343
429, 91.33411722836021
430, 89.80089472319644
431, 93.36771102882503
432, 95.24892054048328
433, 94.00710465651005
434, 93.60544679426364
435, 94.5015811796597
436, 95.02457546647082
437, 92.48895395423314
438, 92.7688346186219
439, 91.75376064449625
440, 90.58968869184032
441, 91.52638393419035
442, 93.5607906872581
443, 91.16566302525175
444, 92.48832138701235
445, 92.51837522679868
446, 93.4695363512302
447, 94.04577570117459
448, 94.69239042617846
449, 93.22168953673555
450, 93.03598822825566
451, 94.4029714836831
452, 91.96541503807833
453, 92.54019144505557
454, 93.09775478873586
455, 93.05475747501295
456, 95.9973875314536
457, 98.51759624822982
458, 97.50678502062746
459, 97.51809012345853
460, 96.70212584690454
461, 96.90592073250525
462, 97.98519629083728
463, 97.2440604922462
464, 95.22802178082526
465, 95.32914811616207
466, 92.51792595252512
467, 92.4548857472827
468, 91.44089739820282
469, 88.8530760511257
470, 90.18393426193559
471, 91.46302630658117
472, 91.70140856299649
473, 93.91674431863693
474, 93.35943632719143
475, 93.1185561284694
476, 93.55079002694504
477, 93.94073825634085
478, 93.00512685245468
479, 93.75142124560709
480, 93.00470309606257
481, 93.57700743686804
482, 93.51045973388443
483, 93.5660029065801
484, 93.02623809258209
485, 93.30219222089761
486, 93.12231712056696
487, 91.6250498249261
488, 93.73441552400757
489, 94.3916753430264
490, 94.11561305613604
491, 94.5905943138861
492, 93.34849925568057
493, 92.63290277455654
494, 92.74827370538799
495, 92.60723347578866
496, 93.10905079510947
497, 95.06439310505668
498, 95.10623040651487
499, 94.37154992013609
500, 94.63043466940935
501, 94.09792606536662
502, 96.27132286663647
503, 97.75533397990299
504, 96.57934068061037
505, 96.67160980657019
506, 95.9323329430411
507, 95.78207340168953
508, 94.68772365091931
509, 94.23833427701751
510, 94.70741396313015
511, 94.76227444950183
512, 94.0272539597188
513, 93.07116240748385
514, 93.16436593078993
515, 93.23869525192421
516, 93.16835991253254
517, 95.6307759483742
518, 96.76737164327352
519, 93.92250073452041
520, 92.86768322289876
521, 91.55486915525788
522, 91.29827623382133
523, 92.58918281616161
524, 92.57796549773535
525, 93.87021067640724
526, 95.18454617541096
527, 93.83894642313103
528, 93.78067155458443
529, 93.80852877680678
530, 92.00366100527326
531, 91.77503850366328
532, 93.83282009597428
533, 94.47036460128177
534, 95.64423761148302
535, 95.67864327984478
536, 95.39249806524252
537, 97.23789204779776
538, 97.69193229867797
539, 97.28060129589437
540, 95.19632776240164
541, 93.18072657718959
542, 92.64267607747001
543, 91.27544509051572
544, 91.58151522242383
545, 91.0500377672263
546, 92.22656169511299
547, 91.69770838468314
548, 92.97462752671575
549, 93.90629984762734
550, 93.79782356264306
551, 94.97023833503965
552, 94.1863274673093
553, 93.97150865875341
554, 94.87135692499872
555, 96.22488062094519
556, 95.72974483451308
557, 96.5458813272697
558, 95.60020672868224
559, 96.11410200713757
560, 97.12337622883322
561, 97.407350858598
562, 96.44714608315743
563, 96.31011741123278
564, 96.18324224385151
565, 94.05940318748854
566, 94.2235025479762
567, 92.37768478460809
568, 91.9331100408331
569, 90.31289382777084
570, 88.4141449954389
571, 90.4041970395604
572, 91.4483438626377
573, 92.08645498734046
574, 94.92355011408316
575, 96.49241495745838
576, 96.24353729040313
577, 95.90847943446127
578, 96.33880047769773
579, 98.19170848695781
580, 97.26331726760789
581, 95.20157563090349
582, 94.82458281305877
583, 92.53764198754851
584, 92.92570681383962
585, 93.503341077244
586, 93.94383049171994
587, 96.46636731294117
588, 96.0144547646994
589, 96.55721524292059
590, 97.57739647671897
591, 95.6768729415684
592, 94.25180909679895
593, 93.83394444456397
594, 94.12668790767935
595, 94.70532954965121
596, 95.52051679372896
597, 96.30697885816679
598, 97.1635345240611
599, 98.411552605343
600, 97.2307294730846
601, 97.25288196897998
602, 96.55695338103193
603, 96.89092465717012
604, 96.87754717359604
605, 94.86716132644864
606, 92.64429300360672
607, 92.44191958059466
608, 93.02331079273256
609, 95.50158639116499
610, 95.80029227254944
611, 97.12354903928562
612, 95.70720797279027
613, 96.53370838404598
614, 96.04522097332236
615, 96.43988956643788
616, 94.78250455540524
617, 94.44103572902111
618, 93.74844525106641
619, 92.83120335366613
620, 93.74932084558218
621, 94.61893261694559
622, 95.73476228865277
623, 96.22255021007976
624, 95.64391853408937
625, 93.82717667966978
626, 93.29996552225502
627, 94.93948580369462
628, 94.09064770264273
629, 94.75057271293963
630, 95.85799778985205
631, 95.02286203767676
632, 92.22832298245694
633, 91.20276481153252
634, 93.2306692873498
635, 93.58817415387921
636, 92.44588368647482
637, 94.47065649647774
638, 96.41758355019633
639, 96.42850956781763
640, 96.3469186017776
641, 95.68730114829185
642, 96.0651674351008
643, 95.55207261871698
644, 95.6491119773097
645, 97.27129507272537
646, 97.14023197713678
647, 98.23213263509413
648, 98.12571112614856
649, 95.7658208306078
650, 94.2230324430785
651, 95.94488262132168
652, 94.88990524154272
653, 95.55137540657779
654, 96.59747217443444
655, 96.91167991116168
656, 95.71468459335985
657, 98.19539449442487
658, 96.83620036604479
659, 97.75629376241892
660, 98.43389069267727
661, 100.0301392473933
662, 99.36542744602824
663, 98.05782856622108
664, 96.17707501457983
665, 95.05894545114528
666, 94.17002726061385
667, 92.17114937253479
668, 92.73946955498035
669, 93.69796119229206
670, 95.32138418648003
671, 97.64973951067674
672, 96.56709209753839
673, 98.56562766823522
674, 96.81782874699505
675, 95.65194414868641
676, 96.60955793879262
677, 95.96757853210963
678, 94.33191994401835
679, 93.22814764067616
680, 92.67575585387212
681, 94.56452511109373
682, 95.49488612059366
683, 95.2251411212193
684, 96.62559423369802
685, 95.97993881700978
686, 94.92979590339274
687, 94.77027619909371
688, 95.14755117638181
689, 95.65887091746116
690, 96.37115548567812
691, 96.93198934179966
692, 96.48751891417066
693, 96.97499401515643
694, 96.79190765300557
695, 97.41656763690997
696, 95.70741733902793
697, 92.98751234416844
698, 91.9580260184998
699, 90.01607166889193
700, 88.91113171571922
701, 87.89064660068767
702, 87.79238370349223
703, 87.13324145587521
704, 86.66558998756082
705, 86.27382675212048
706, 89.02840747136463
707, 92.57149215935637
708, 95.44316625730445
709, 98.95246517591826
710, 99.91112599495489
711, 100.72921497557033
712, 102.43044344833812
713, 101.59765436245169
714, 101.25937905849878
715, 102.3443822462813
716, 102.18005342197094
717, 102.02083356379444
718, 102.71946526441934
719, 67.76616877729853
